StateCode,GroupCode,State,Group,NonInstitutionalPopulation,LaborForceNumber,PercentOfPopulation,EmploymentNumber,EmploymentPercentOfPopulation,UnemploymentNumber,UnemploymentRate
12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",231    ,181    ,78.3    ,167    ,72.3    ,14    ,7.7    
12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",513    ,413    ,80.5    ,395    ,77.0    ,18    ,4.4    
12,64,Florida,"Hispanic or Latino ethnicity, 35 to 44 years",564    ,462    ,81.9    ,445    ,78.9    ,17    ,3.6    
12,65,Florida,"Hispanic or Latino ethnicity, 45 to 54 years",391    ,314    ,80.3    ,302    ,77.3    ,12    ,3.7    
12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",276    ,164    ,59.3    ,153    ,55.5    ,11    ,6.5    
13,01,Georgia,Total,"6,534    ","4,399    ",67.3    ,"4,194    ",64.2    ,205    ,4.7    
13,02,Georgia,Men,"3,142    ","2,389    ",76.0    ,"2,280    ",72.6    ,109    ,4.6    
13,03,Georgia,Women,"3,392    ","2,010    ",59.2    ,"1,914    ",56.4    ,96    ,4.8    
13,04,Georgia,White,"4,558    ","3,052    ",67.0    ,"2,946    ",64.6    ,106    ,3.5    
13,05,Georgia,"White, men","2,244    ","1,732    ",77.2    ,"1,677    ",74.7    ,56    ,3.2    
13,06,Georgia,"White, women","2,314    ","1,320    ",57.1    ,"1,270    ",54.9    ,50    ,3.8    
13,07,Georgia,Black or African American,"1,738    ","1,178    ",67.8    ,"1,087    ",62.5    ,91    ,7.7    
13,08,Georgia,"Black or African American, men",773    ,560    ,72.5    ,512    ,66.3    ,48    ,8.6    
13,09,Georgia,"Black or African American, women",965    ,618    ,64.1    ,575    ,59.6    ,43    ,7.0    
13,10,Georgia,Asian,164    ,118    ,71.5    ,113    ,68.8    ,4    ,3.8    
13,13,Georgia,Hispanic or Latino ethnicity,383    ,299    ,78.1    ,285    ,74.5    ,14    ,4.6    
13,14,Georgia,"Hispanic or Latino ethnicity, men",228    ,208    ,91.5    ,202    ,88.8    ,6    ,2.9    
13,15,Georgia,"Hispanic or Latino ethnicity, women",155    ,91    ,58.4    ,83    ,53.5    ,8    ,8.5    
13,16,Georgia,"Married men, spouse present","1,778    ","1,424    ",80.1    ,"1,394    ",78.4    ,30    ,2.1    
13,17,Georgia,"Married women, spouse present","1,740    ","1,054    ",60.6    ,"1,020    ",58.6    ,34    ,3.3    
13,18,Georgia,Women who maintain families,497    ,354    ,71.3    ,328    ,65.9    ,27    ,7.6    
13,19,Georgia,"Total, 16 to 19 years",436    ,160    ,36.7    ,134    ,30.7    ,26    ,16.3    
13,20,Georgia,"Total, 20 to 24 years",637    ,461    ,72.4    ,427    ,67.1    ,34    ,7.3    
13,21,Georgia,"Total, 25 to 34 years","1,323    ","1,088    ",82.2    ,"1,037    ",78.4    ,51    ,4.7    
13,22,Georgia,"Total, 35 to 44 years","1,364    ","1,154    ",84.6    ,"1,115    ",81.8    ,39    ,3.4    
13,23,Georgia,"Total, 45 to 54 years","1,187    ",947    ,79.7    ,907    ,76.4    ,40    ,4.2    
13,24,Georgia,"Total, 55 to 64 years",813    ,486    ,59.7    ,473    ,58.2    ,12    ,2.5    
13,25,Georgia,"Total, 65 years and over",773    ,103    ,13.3    ,99    ,12.9    ,3    ,3.3    
13,26,Georgia,"Men, 16 to 19 years",211    ,88    ,41.7    ,74    ,35.3    ,14    ,15.5    
13,27,Georgia,"Men, 20 to 24 years",314    ,253    ,80.6    ,234    ,74.5    ,19    ,7.6    
13,28,Georgia,"Men, 25 to 34 years",659    ,606    ,91.9    ,582    ,88.2    ,24    ,4.0    
13,29,Georgia,"Men, 35 to 44 years",678    ,618    ,91.2    ,597    ,88.2    ,21    ,3.4    
13,30,Georgia,"Men, 45 to 54 years",555    ,475    ,85.6    ,452    ,81.5    ,23    ,4.7    
13,31,Georgia,"Men, 55 to 64 years",406    ,283    ,69.7    ,277    ,68.3    ,6    ,2.0    
13,33,Georgia,"Women, 16 to 19 years",225    ,72    ,32.0    ,60    ,26.5    ,12    ,17.2    
13,34,Georgia,"Women, 20 to 24 years",324    ,208    ,64.3    ,194    ,59.9    ,15    ,7.0    
13,35,Georgia,"Women, 25 to 34 years",664    ,483    ,72.7    ,456    ,68.6    ,27    ,5.6    
13,36,Georgia,"Women, 35 to 44 years",687    ,536    ,78.1    ,518    ,75.4    ,18    ,3.4    
13,37,Georgia,"Women, 45 to 54 years",633    ,472    ,74.6    ,454    ,71.8    ,17    ,3.7    
13,38,Georgia,"Women, 55 to 64 years",407    ,203    ,49.8    ,196    ,48.2    ,7    ,3.3    
13,40,Georgia,"White, 16 to 19 years",261    ,103    ,39.3    ,91    ,35.1    ,11    ,10.8    
13,41,Georgia,"White, 20 to 24 years",421    ,297    ,70.7    ,280    ,66.6    ,17    ,5.8    
13,42,Georgia,"White, 25 to 34 years",881    ,718    ,81.5    ,695    ,78.9    ,23    ,3.2    
13,43,Georgia,"White, 35 to 44 years",929    ,789    ,84.9    ,768    ,82.6    ,21    ,2.7    
13,44,Georgia,"White, 45 to 54 years",839    ,681    ,81.1    ,658    ,78.4    ,23    ,3.3    
13,45,Georgia,"White, 55 to 64 years",611    ,385    ,62.9    ,376    ,61.6    ,8    ,2.2    
13,46,Georgia,"White, 65 years and over",615    ,80    ,13.0    ,78    ,12.6    ,2    ,2.6    
13,48,Georgia,"Black or African American, 20 to 24 years",187    ,142    ,76.1    ,127    ,67.8    ,16    ,10.9    
13,49,Georgia,"Black or African American, 25 to 34 years",378    ,314    ,83.0    ,288    ,76.3    ,25    ,8.1    
13,50,Georgia,"Black or African American, 35 to 44 years",390    ,328    ,84.0    ,310    ,79.7    ,17    ,5.2    
13,51,Georgia,"Black or African American, 45 to 54 years",309    ,233    ,75.4    ,218    ,70.6    ,15    ,6.4    
13,52,Georgia,"Black or African American, 55 to 64 years",184    ,94    ,51.1    ,90    ,49.1    ,4    ,3.9    
13,63,Georgia,"Hispanic or Latino ethnicity, 25 to 34 years",144    ,118    ,81.5    ,114    ,79.0    ,4    ,3.1    
13,64,Georgia,"Hispanic or Latino ethnicity, 35 to 44 years",84    ,73    ,86.1    ,69    ,81.2    ,4    ,5.6    
15,01,Hawaii,Total,946    ,612    ,64.7    ,591    ,62.5    ,21    ,3.4    
15,02,Hawaii,Men,455    ,317    ,69.7    ,304    ,66.8    ,13    ,4.1    
15,03,Hawaii,Women,491    ,295    ,60.1    ,287    ,58.4    ,8    ,2.7    
15,04,Hawaii,White,205    ,138    ,67.1    ,134    ,65.3    ,4    ,2.7    
15,05,Hawaii,"White, men",104    ,74    ,71.6    ,72    ,69.7    ,2    ,2.7    
15,06,Hawaii,"White, women",101    ,63    ,62.6    ,62    ,60.9    ,2    ,2.7    
15,10,Hawaii,Asian,482    ,297    ,61.7    ,290    ,60.2    ,7    ,2.3    
15,11,Hawaii,"Asian, men",218    ,147    ,67.3    ,142    ,65.3    ,4    ,2.9    
15,12,Hawaii,"Asian, women",264    ,151    ,57.1    ,148    ,56.0    ,3    ,1.8    
15,13,Hawaii,Hispanic or Latino ethnicity,54    ,38    ,69.7    ,35    ,65.1    ,3    ,6.7    
15,14,Hawaii,"Hispanic or Latino ethnicity, men",27    ,20    ,75.9    ,19    ,70.9    ,1    ,6.6    
15,15,Hawaii,"Hispanic or Latino ethnicity, women",27    ,17    ,63.7    ,16    ,59.4    ,1    ,6.8    
15,16,Hawaii,"Married men, spouse present",248    ,175    ,70.7    ,171    ,69.1    ,4    ,2.2    
15,17,Hawaii,"Married women, spouse present",253    ,161    ,63.6    ,158    ,62.4    ,3    ,1.9    
15,18,Hawaii,Women who maintain families,49    ,29    ,59.1    ,28    ,56.8    ,1    ,3.9    
15,19,Hawaii,"Total, 16 to 19 years",59    ,21    ,36.5    ,18    ,31.0    ,3    ,15.0    
15,20,Hawaii,"Total, 20 to 24 years",80    ,61    ,76.4    ,56    ,69.8    ,5    ,8.6    
15,21,Hawaii,"Total, 25 to 34 years",152    ,129    ,84.4    ,125    ,81.8    ,4    ,3.1    
15,22,Hawaii,"Total, 35 to 44 years",167    ,141    ,84.3    ,138    ,82.4    ,3    ,2.3    
15,23,Hawaii,"Total, 45 to 54 years",173    ,147    ,85.3    ,144    ,83.6    ,3    ,2.0    
15,24,Hawaii,"Total, 55 to 64 years",131    ,85    ,64.9    ,84    ,63.7    ,2    ,1.8    
15,25,Hawaii,"Total, 65 years and over",184    ,27    ,14.8    ,26    ,14.4    ,1    ,2.7    
15,27,Hawaii,"Men, 20 to 24 years",39    ,31    ,80.3    ,28    ,72.6    ,3    ,9.6    
15,28,Hawaii,"Men, 25 to 34 years",76    ,69    ,90.5    ,66    ,86.7    ,3    ,4.2    
15,29,Hawaii,"Men, 35 to 44 years",80    ,72    ,90.6    ,71    ,88.5    ,2    ,2.3    
15,30,Hawaii,"Men, 45 to 54 years",87    ,77    ,87.6    ,75    ,85.3    ,2    ,2.6    
15,31,Hawaii,"Men, 55 to 64 years",63    ,43    ,68.7    ,42    ,67.4    ,1    ,1.9    
15,34,Hawaii,"Women, 20 to 24 years",41    ,30    ,72.7    ,28    ,67.1    ,2    ,7.6    
15,35,Hawaii,"Women, 25 to 34 years",76    ,60    ,78.4    ,59    ,77.0    ,1    ,1.8    
15,36,Hawaii,"Women, 35 to 44 years",88    ,69    ,78.6    ,67    ,76.8    ,2    ,2.2    
15,37,Hawaii,"Women, 45 to 54 years",85    ,71    ,82.8    ,70    ,81.8    ,1    ,1.3    
15,38,Hawaii,"Women, 55 to 64 years",68    ,42    ,61.4    ,41    ,60.3    ,1    ,1.8    
15,42,Hawaii,"White, 25 to 34 years",31    ,25    ,80.3    ,24    ,77.2    ,1    ,3.8    
15,43,Hawaii,"White, 35 to 44 years",40    ,33    ,81.8    ,33    ,80.8    ,( 3 ),1.3    
15,44,Hawaii,"White, 45 to 54 years",44    ,37    ,85.6    ,37    ,83.6    ,1    ,2.3    
15,45,Hawaii,"White, 55 to 64 years",35    ,23    ,64.4    ,22    ,63.2    ,( 3 ),2.0    
15,55,Hawaii,"Asian, 20 to 24 years",34    ,27    ,79.0    ,25    ,74.2    ,2    ,6.1    
15,56,Hawaii,"Asian, 25 to 34 years",66    ,57    ,86.5    ,56    ,84.6    ,1    ,2.2    
15,57,Hawaii,"Asian, 35 to 44 years",78    ,67    ,85.3    ,66    ,83.9    ,1    ,1.6    
15,58,Hawaii,"Asian, 45 to 54 years",87    ,77    ,88.8    ,76    ,87.0    ,2    ,1.9    
15,59,Hawaii,"Asian, 55 to 64 years",69    ,46    ,66.1    ,45    ,65.1    ,1    ,1.5    
15,60,Hawaii,"Asian, 65 years and over",125    ,16    ,12.9    ,16    ,12.7    ,( 3 ),1.7    
16,01,Idaho,Total,"1,039    ",706    ,68.0    ,669    ,64.4    ,37    ,5.3    
16,02,Idaho,Men,512    ,383    ,74.8    ,361    ,70.5    ,22    ,5.8    
16,03,Idaho,Women,527    ,323    ,61.3    ,307    ,58.4    ,15    ,4.7    
16,04,Idaho,White,981    ,674    ,68.7    ,640    ,65.2    ,34    ,5.0    
16,05,Idaho,"White, men",485    ,366    ,75.4    ,346    ,71.3    ,20    ,5.5    
16,06,Idaho,"White, women",497    ,308    ,62.0    ,294    ,59.3    ,14    ,4.4    
16,13,Idaho,Hispanic or Latino ethnicity,79    ,56    ,70.1    ,51    ,64.5    ,4    ,8.0    
16,14,Idaho,"Hispanic or Latino ethnicity, men",41    ,34    ,83.5    ,32    ,78.1    ,2    ,6.4    
16,15,Idaho,"Hispanic or Latino ethnicity, women",38    ,21    ,55.8    ,19    ,50.0    ,2    ,10.5    
16,16,Idaho,"Married men, spouse present",314    ,244    ,77.6    ,235    ,74.9    ,8    ,3.5    
16,17,Idaho,"Married women, spouse present",310    ,192    ,61.9    ,187    ,60.2    ,5    ,2.8    
16,18,Idaho,Women who maintain families,49    ,35    ,71.1    ,33    ,66.6    ,2    ,6.4    
16,19,Idaho,"Total, 16 to 19 years",83    ,45    ,55.0    ,38    ,45.7    ,8    ,16.9    
16,20,Idaho,"Total, 20 to 24 years",107    ,82    ,77.2    ,76    ,71.6    ,6    ,7.3    
16,21,Idaho,"Total, 25 to 34 years",189    ,154    ,81.4    ,146    ,77.4    ,8    ,5.0    
16,22,Idaho,"Total, 35 to 44 years",181    ,152    ,84.0    ,146    ,81.0    ,6    ,3.6    
16,23,Idaho,"Total, 45 to 54 years",182    ,159    ,87.0    ,153    ,83.9    ,6    ,3.6    
16,24,Idaho,"Total, 55 to 64 years",136    ,88    ,65.0    ,85    ,62.3    ,4    ,4.2    
16,25,Idaho,"Total, 65 years and over",162    ,26    ,15.8    ,24    ,15.0    ,1    ,4.8    
16,26,Idaho,"Men, 16 to 19 years",43    ,24    ,55.1    ,20    ,46.1    ,4    ,16.3    
16,27,Idaho,"Men, 20 to 24 years",50    ,41    ,82.6    ,38    ,75.5    ,4    ,8.6    
16,28,Idaho,"Men, 25 to 34 years",96    ,89    ,92.6    ,84    ,87.6    ,5    ,5.4    
16,29,Idaho,"Men, 35 to 44 years",91    ,84    ,91.5    ,80    ,87.9    ,3    ,3.9    
16,30,Idaho,"Men, 45 to 54 years",88    ,80    ,90.5    ,76    ,86.6    ,3    ,4.3    
16,31,Idaho,"Men, 55 to 64 years",66    ,49    ,73.6    ,47    ,70.3    ,2    ,4.5    
16,32,Idaho,"Men, 65 years and over",77    ,17    ,22.2    ,16    ,20.7    ,1    ,6.4    
16,33,Idaho,"Women, 16 to 19 years",40    ,22    ,54.8    ,18    ,45.2    ,4    ,17.5    
16,34,Idaho,"Women, 20 to 24 years",57    ,41    ,72.5    ,39    ,68.1    ,2    ,6.0    
16,35,Idaho,"Women, 25 to 34 years",93    ,65    ,69.8    ,62    ,66.8    ,3    ,4.3    
16,36,Idaho,"Women, 35 to 44 years",89    ,68    ,76.4    ,66    ,73.9    ,2    ,3.3    
16,37,Idaho,"Women, 45 to 54 years",94    ,79    ,83.6    ,77    ,81.3    ,2    ,2.8    
16,38,Idaho,"Women, 55 to 64 years",70    ,39    ,56.8    ,38    ,54.7    ,1    ,3.8    
16,40,Idaho,"White, 16 to 19 years",75    ,43    ,57.1    ,36    ,47.9    ,7    ,16.1    
16,41,Idaho,"White, 20 to 24 years",101    ,80    ,79.1    ,74    ,73.6    ,6    ,7.0    
16,42,Idaho,"White, 25 to 34 years",177    ,145    ,82.2    ,139    ,78.7    ,6    ,4.3    
16,43,Idaho,"White, 35 to 44 years",169    ,142    ,84.3    ,137    ,81.3    ,5    ,3.5    
16,44,Idaho,"White, 45 to 54 years",175    ,153    ,87.5    ,148    ,84.5    ,5    ,3.5    
16,45,Idaho,"White, 55 to 64 years",129    ,86    ,66.6    ,83    ,63.9    ,4    ,4.1    
16,46,Idaho,"White, 65 years and over",156    ,24    ,15.7    ,23    ,14.9    ,1    ,5.0    
16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",27    ,20    ,75.3    ,19    ,69.8    ,1    ,7.3    
17,01,Illinois,Total,"9,641    ","6,386    ",66.2    ,"5,997    ",62.2    ,389    ,6.1    
17,02,Illinois,Men,"4,650    ","3,408    ",73.3    ,"3,203    ",68.9    ,204    ,6.0    
17,03,Illinois,Women,"4,991    ","2,979    ",59.7    ,"2,794    ",56.0    ,185    ,6.2    
17,04,Illinois,White,"7,893    ","5,282    ",66.9    ,"5,011    ",63.5    ,271    ,5.1    
17,05,Illinois,"White, men","3,865    ","2,891    ",74.8    ,"2,743    ",71.0    ,148    ,5.1    
17,06,Illinois,"White, women","4,028    ","2,391    ",59.4    ,"2,268    ",56.3    ,123    ,5.2    
17,07,Illinois,Black or African American,"1,330    ",825    ,62.0    ,718    ,54.0    ,107    ,12.9    
17,08,Illinois,"Black or African American, men",582    ,360    ,61.9    ,308    ,53.0    ,52    ,14.4    
17,09,Illinois,"Black or African American, women",747    ,464    ,62.1    ,410    ,54.8    ,55    ,11.8    
17,10,Illinois,Asian,333    ,223    ,67.1    ,214    ,64.5    ,9    ,3.9    
17,11,Illinois,"Asian, men",163    ,125    ,76.3    ,121    ,73.9    ,4    ,3.2    
17,12,Illinois,"Asian, women",169    ,99    ,58.2    ,94    ,55.4    ,5    ,4.8    
17,13,Illinois,Hispanic or Latino ethnicity,"1,085    ",752    ,69.3    ,704    ,64.9    ,48    ,6.4    
17,14,Illinois,"Hispanic or Latino ethnicity, men",588    ,485    ,82.4    ,461    ,78.3    ,24    ,4.9    
17,15,Illinois,"Hispanic or Latino ethnicity, women",496    ,268    ,53.9    ,243    ,49.0    ,24    ,9.1    
17,16,Illinois,"Married men, spouse present","2,556    ","1,998    ",78.2    ,"1,933    ",75.6    ,65    ,3.3    
17,17,Illinois,"Married women, spouse present","2,541    ","1,561    ",61.4    ,"1,504    ",59.2    ,57    ,3.6    
17,18,Illinois,Women who maintain families,569    ,412    ,72.4    ,374    ,65.8    ,37    ,9.0    
17,19,Illinois,"Total, 16 to 19 years",706    ,316    ,44.8    ,259    ,36.7    ,57    ,18.0    
17,20,Illinois,"Total, 20 to 24 years",902    ,657    ,72.9    ,593    ,65.8    ,64    ,9.7    
17,21,Illinois,"Total, 25 to 34 years","1,737    ","1,442    ",83.0    ,"1,357    ",78.2    ,84    ,5.8    
17,22,Illinois,"Total, 35 to 44 years","1,882    ","1,592    ",84.6    ,"1,508    ",80.2    ,83    ,5.2    
17,23,Illinois,"Total, 45 to 54 years","1,715    ","1,433    ",83.5    ,"1,377    ",80.3    ,55    ,3.9    
17,24,Illinois,"Total, 55 to 64 years","1,179    ",723    ,61.3    ,684    ,58.0    ,39    ,5.4    
17,25,Illinois,"Total, 65 years and over","1,520    ",224    ,14.7    ,217    ,14.3    ,7    ,3.0    
17,26,Illinois,"Men, 16 to 19 years",367    ,167    ,45.4    ,140    ,38.2    ,27    ,16.0    
17,27,Illinois,"Men, 20 to 24 years",457    ,350    ,76.5    ,317    ,69.3    ,33    ,9.4    
17,28,Illinois,"Men, 25 to 34 years",843    ,778    ,92.3    ,731    ,86.7    ,47    ,6.0    
17,29,Illinois,"Men, 35 to 44 years",945    ,876    ,92.7    ,827    ,87.5    ,49    ,5.6    
17,30,Illinois,"Men, 45 to 54 years",844    ,745    ,88.2    ,718    ,85.0    ,27    ,3.6    
17,31,Illinois,"Men, 55 to 64 years",556    ,372    ,67.0    ,354    ,63.7    ,18    ,4.9    
17,32,Illinois,"Men, 65 years and over",638    ,120    ,18.8    ,116    ,18.2    ,3    ,2.8    
17,33,Illinois,"Women, 16 to 19 years",339    ,149    ,44.1    ,119    ,35.1    ,30    ,20.3    
17,34,Illinois,"Women, 20 to 24 years",445    ,308    ,69.1    ,277    ,62.1    ,31    ,10.2    
17,35,Illinois,"Women, 25 to 34 years",893    ,664    ,74.3    ,626    ,70.1    ,37    ,5.6    
17,36,Illinois,"Women, 35 to 44 years",937    ,715    ,76.4    ,681    ,72.7    ,34    ,4.7    
17,37,Illinois,"Women, 45 to 54 years",871    ,688    ,79.0    ,660    ,75.7    ,28    ,4.1    
17,38,Illinois,"Women, 55 to 64 years",623    ,350    ,56.2    ,330    ,52.9    ,20    ,5.8    
17,39,Illinois,"Women, 65 years and over",882    ,104    ,11.8    ,101    ,11.5    ,3    ,3.3    
17,40,Illinois,"White, 16 to 19 years",562    ,265    ,47.2    ,226    ,40.3    ,39    ,14.7    
17,41,Illinois,"White, 20 to 24 years",713    ,551    ,77.3    ,505    ,70.9    ,46    ,8.3    
17,42,Illinois,"White, 25 to 34 years","1,369    ","1,154    ",84.3    ,"1,103    ",80.6    ,50    ,4.4    
17,43,Illinois,"White, 35 to 44 years","1,522    ","1,300    ",85.4    ,"1,241    ",81.5    ,59    ,4.6    
17,44,Illinois,"White, 45 to 54 years","1,402    ","1,193    ",85.1    ,"1,155    ",82.4    ,38    ,3.2    
17,45,Illinois,"White, 55 to 64 years",994    ,622    ,62.6    ,589    ,59.3    ,33    ,5.3    
17,46,Illinois,"White, 65 years and over","1,331    ",197    ,14.8    ,191    ,14.3    ,6    ,3.0    
17,47,Illinois,"Black or African American, 16 to 19 years",114    ,41    ,35.7    ,24    ,21.1    ,17    ,40.8    
17,48,Illinois,"Black or African American, 20 to 24 years",143    ,87    ,60.4    ,69    ,48.4    ,17    ,19.9    
17,49,Illinois,"Black or African American, 25 to 34 years",258    ,210    ,81.6    ,179    ,69.6    ,31    ,14.7    
17,50,Illinois,"Black or African American, 35 to 44 years",269    ,216    ,80.1    ,194    ,71.9    ,22    ,10.2    
17,51,Illinois,"Black or African American, 45 to 54 years",244    ,180    ,74.0    ,166    ,67.9    ,15    ,8.2    
17,52,Illinois,"Black or African American, 55 to 64 years",141    ,70    ,49.5    ,65    ,46.4    ,4    ,6.2    
17,56,Illinois,"Asian, 25 to 34 years",82    ,58    ,70.4    ,56    ,67.7    ,2    ,3.8    
17,57,Illinois,"Asian, 35 to 44 years",76    ,62    ,82.5    ,61    ,80.4    ,2    ,2.6    
17,58,Illinois,"Asian, 45 to 54 years",59    ,50    ,85.9    ,48    ,81.2    ,3    ,5.6    
17,61,Illinois,"Hispanic or Latino ethnicity, 16 to 19 years",101    ,37    ,37.1    ,31    ,30.8    ,6    ,17.0    
17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",132    ,97    ,73.3    ,89    ,66.8    ,9    ,8.8    
17,63,Illinois,"Hispanic or Latino ethnicity, 25 to 34 years",328    ,262    ,79.9    ,247    ,75.2    ,16    ,5.9    
17,64,Illinois,"Hispanic or Latino ethnicity, 35 to 44 years",226    ,189    ,83.7    ,181    ,80.0    ,8    ,4.4    
17,65,Illinois,"Hispanic or Latino ethnicity, 45 to 54 years",145    ,118    ,81.0    ,112    ,77.3    ,5    ,4.6    
18,01,Indiana,Total,"4,725    ","3,160    ",66.9    ,"2,993    ",63.4    ,167    ,5.3    
18,02,Indiana,Men,"2,290    ","1,674    ",73.1    ,"1,588    ",69.3    ,87    ,5.2    
18,03,Indiana,Women,"2,435    ","1,486    ",61.0    ,"1,406    ",57.7    ,80    ,5.4    
18,04,Indiana,White,"4,250    ","2,855    ",67.2    ,"2,717    ",63.9    ,138    ,4.8    
18,05,Indiana,"White, men","2,066    ","1,526    ",73.9    ,"1,453    ",70.3    ,73    ,4.8    
18,06,Indiana,"White, women","2,184    ","1,328    ",60.8    ,"1,263    ",57.9    ,65    ,4.9    
18,07,Indiana,Black or African American,361    ,233    ,64.4    ,209    ,57.9    ,23    ,10.0    
18,08,Indiana,"Black or African American, men",163    ,105    ,64.4    ,95    ,58.0    ,10    ,10.0    
18,09,Indiana,"Black or African American, women",198    ,128    ,64.4    ,115    ,57.9    ,13    ,10.1    
18,13,Indiana,Hispanic or Latino ethnicity,167    ,126    ,75.6    ,114    ,68.6    ,12    ,9.2    
18,14,Indiana,"Hispanic or Latino ethnicity, men",87    ,76    ,87.7    ,71    ,81.4    ,6    ,7.2    
18,15,Indiana,"Hispanic or Latino ethnicity, women",80    ,50    ,62.4    ,44    ,54.7    ,6    ,12.3    
18,16,Indiana,"Married men, spouse present","1,339    ","1,041    ",77.7    ,"1,014    ",75.7    ,27    ,2.6    
18,17,Indiana,"Married women, spouse present","1,319    ",831    ,63.0    ,802    ,60.8    ,29    ,3.5    
18,18,Indiana,Women who maintain families,268    ,186    ,69.4    ,171    ,64.1    ,14    ,7.7    
18,19,Indiana,"Total, 16 to 19 years",345    ,162    ,46.8    ,138    ,40.0    ,23    ,14.4    
18,20,Indiana,"Total, 20 to 24 years",385    ,296    ,76.7    ,267    ,69.2    ,29    ,9.8    
18,21,Indiana,"Total, 25 to 34 years",807    ,665    ,82.4    ,630    ,78.1    ,35    ,5.2    
18,22,Indiana,"Total, 35 to 44 years",970    ,830    ,85.6    ,796    ,82.0    ,34    ,4.1    
18,23,Indiana,"Total, 45 to 54 years",878    ,725    ,82.6    ,698    ,79.6    ,27    ,3.7    
18,24,Indiana,"Total, 55 to 64 years",604    ,369    ,61.1    ,353    ,58.5    ,16    ,4.4    
18,25,Indiana,"Total, 65 years and over",736    ,113    ,15.4    ,111    ,15.1    ,2    ,1.9    
18,26,Indiana,"Men, 16 to 19 years",181    ,85    ,46.8    ,74    ,40.6    ,11    ,13.2    
18,27,Indiana,"Men, 20 to 24 years",184    ,145    ,78.5    ,130    ,70.8    ,14    ,9.9    
18,28,Indiana,"Men, 25 to 34 years",409    ,378    ,92.4    ,358    ,87.5    ,20    ,5.3    
18,29,Indiana,"Men, 35 to 44 years",481    ,446    ,92.7    ,428    ,88.9    ,18    ,4.0    
18,30,Indiana,"Men, 45 to 54 years",432    ,368    ,85.2    ,355    ,82.2    ,13    ,3.5    
18,31,Indiana,"Men, 55 to 64 years",280    ,187    ,66.8    ,178    ,63.4    ,9    ,5.0    
18,32,Indiana,"Men, 65 years and over",323    ,66    ,20.5    ,65    ,20.2    ,1    ,1.6    
18,33,Indiana,"Women, 16 to 19 years",164    ,77    ,46.8    ,65    ,39.4    ,12    ,15.7    
18,34,Indiana,"Women, 20 to 24 years",201    ,151    ,75.1    ,136    ,67.7    ,15    ,9.8    
18,35,Indiana,"Women, 25 to 34 years",398    ,287    ,72.1    ,272    ,68.4    ,15    ,5.1    
18,36,Indiana,"Women, 35 to 44 years",489    ,385    ,78.6    ,368    ,75.3    ,16    ,4.2    
18,37,Indiana,"Women, 45 to 54 years",446    ,357    ,80.2    ,343    ,77.0    ,14    ,4.0    
18,38,Indiana,"Women, 55 to 64 years",323    ,182    ,56.3    ,175    ,54.2    ,7    ,3.7    
18,39,Indiana,"Women, 65 years and over",413    ,47    ,11.4    ,46    ,11.1    ,1    ,2.4    
18,40,Indiana,"White, 16 to 19 years",309    ,150    ,48.5    ,131    ,42.3    ,19    ,12.7    
18,41,Indiana,"White, 20 to 24 years",335    ,260    ,77.6    ,238    ,71.1    ,22    ,8.4    
18,42,Indiana,"White, 25 to 34 years",706    ,591    ,83.7    ,563    ,79.9    ,27    ,4.6    
18,43,Indiana,"White, 35 to 44 years",868    ,746    ,85.9    ,717    ,82.7    ,29    ,3.8    
18,44,Indiana,"White, 45 to 54 years",786    ,657    ,83.6    ,633    ,80.6    ,24    ,3.6    
18,45,Indiana,"White, 55 to 64 years",555    ,346    ,62.3    ,330    ,59.5    ,16    ,4.5    
18,46,Indiana,"White, 65 years and over",691    ,105    ,15.3    ,104    ,15.0    ,2    ,1.6    
18,49,Indiana,"Black or African American, 25 to 34 years",77    ,55    ,72.0    ,50    ,64.7    ,6    ,10.2    
18,50,Indiana,"Black or African American, 35 to 44 years",77    ,65    ,84.5    ,60    ,77.5    ,5    ,8.3    
18,51,Indiana,"Black or African American, 45 to 54 years",72    ,50    ,69.8    ,48    ,67.3    ,2    ,3.7    
18,63,Indiana,"Hispanic or Latino ethnicity, 25 to 34 years",57    ,48    ,85.0    ,45    ,78.6    ,4    ,7.5    
19,01,Iowa,Total,"2,307    ","1,620    ",70.2    ,"1,545    ",67.0    ,75    ,4.6    
19,02,Iowa,Men,"1,124    ",846    ,75.3    ,809    ,72.0    ,37    ,4.4    
19,03,Iowa,Women,"1,183    ",774    ,65.4    ,736    ,62.2    ,38    ,4.9    
19,04,Iowa,White,"2,193    ","1,542    ",70.3    ,"1,474    ",67.2    ,68    ,4.4    
19,05,Iowa,"White, men","1,065    ",801    ,75.2    ,768    ,72.1    ,33    ,4.1    
19,06,Iowa,"White, women","1,129    ",741    ,65.6    ,706    ,62.5    ,35    ,4.7    
19,07,Iowa,Black or African American,44    ,28    ,63.5    ,22    ,51.0    ,5    ,19.6    
19,10,Iowa,Asian,40    ,30    ,75.9    ,30    ,74.8    ,( 3 ),1.4    
19,13,Iowa,Hispanic or Latino ethnicity,80    ,64    ,79.0    ,59    ,73.1    ,5    ,7.4    
