Station	RidershipIn1904	RidershipIn1905	RidershipIn1906	RidershipIn1907	RidershipIn1908	RidershipIn1909	RidershipIn1910	RidershipIn1911	RidershipIn1912	RidershipIn1913	RidershipIn1914	RidershipIn1915	RidershipIn1916	RidershipIn1917	RidershipIn1918	RidershipIn1919	RidershipIn1920	RidershipIn1921	RidershipIn1922	Borough
0.3744075829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3767772512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3791469194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3815165877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3838862559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3862559242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3886255924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3909952607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3333333333
0.3933649289	0.2736842379	0.3372998561	0.3342566529	0.439775568	0.6437691097	0.7577614797	0.7849564802	0.7756214044	0.7478017735	0.7262129112	0.6808023731	0.4540457468	0.3418429165	0.4111210507	0.4876996879	0.4804647529	0.4302693939	0.3654513495	0.3396964083	0
0.3957345972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0951917891	0.1023342885	0.1025262697	0.0927560324	0.0855164011	0
0.3981042654	1	1	1	1	1	1	1	0.935634335	0.8507586254	0.9850448003	1	1	1	1	1	0.877976867	0.6567996667	0.5755385563	0.5381425903	0
0.4004739336	0.1097584103	0.1234920467	0.1139693057	0.1385545628	0.1834920021	0.1924127129	0.1942786143	0.1825670602	0.1697855907	0.3440717752	0.3990961739	0.2926342364	0.2219900904	0.2297075031	0.286701247	0.3079439371	0.2873804452	0.2770155671	0.2734178339	0
0.4028436019	0	0	0	0	0	0	0	0.6989378708	0.6499374475	0.3495720522	0.2674626068	0.1842501048	0.1461911618	0.1581575861	0.2266170938	0.2372479259	0.2274502182	0.2269055129	0.2187504313	0
0.4052132701	0.1368380449	0.1535378124	0.1478564025	0.177804067	0.2400496373	0.2554715491	0.2522871704	0.2386943762	0.2239736922	0.2103787462	0.1979844533	0.1266374342	0.0980978004	0.1069009981	0.113694612	0.1185208543	0.1043634875	0.0921529948	0.0851824371	0
0.4075829384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4099526066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4123222749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1624145258	0.2246315478	0.228644138	0.2232896734	0.2199400447	0
0.4146919431	0.3792568038	0.4051776898	0.4073783758	0.522917739	0.7207767083	0.7550843662	0.7401843575	0.6874255182	0.6625244684	0.6302717471	0.572718697	0.3852206354	0.300383196	0.55626622	0.7405160801	0.7077136064	0.6504535629	0.6462197757	0.6383820715	0
0.4170616114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2846557901	0.286945199	0.3002457993	0.3052706378	0
0.4194312796	0.4586141416	0.4896549265	0.48726196	0.5797223208	0.6180161388	0.664837525	0.6897304717	0.671535111	0.6213841598	0.6057613932	0.6001553776	0.4056283589	0.3305238477	0.4204809898	0.9340809023	1	1	1	1	0
0.4218009479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4241706161	0.3260412723	0.3477755082	0.3650343101	0.4674804309	0.7627702237	0.8258642186	0.816057681	0.7923340772	0.79668547	0.866725851	0.8601457056	0.6367203125	0.5205150741	0.6435761943	0.7328300664	0.7302908534	0.6659687655	0.6105243606	0.6155682344	0
0.4265402844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0683019501	0.0896448408	0.0833541653	0.0742584551	0.0736729461	0
0.4289099526	0.1746422661	0.1772087167	0.1857033296	0.2263439465	0.3110520884	0.3453986911	0.3482129023	0.333529204	0.3111355207	0.300491099	0.2883586788	0.2018695403	0.1641469487	0.1888272469	0.2132612369	0.2035538176	0.1808583513	0.1635868538	0.1594748857	0
0.4312796209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1051776318	0.1655437813	0.1669281398	0.1626360159	0.1594267944	0
0.4336492891	0	0.0074716551	0.0394697307	0.0672544916	0.1023370497	0.1205395619	0.1363341049	0.1337029671	0.1303745531	0.1298203506	0.1244888472	0.0835338855	0.0748665446	0.080503488	0.1083224272	0.1003219243	0.0868725394	0.0764120849	0.0715776045	0
0.4360189573	0	0.0248562408	0.0314919271	0.0377938954	0.0465170462	0.0501546462	0.0488155798	0.0443225048	0.0387497684	0.03467798	0.0318690244	0.0210915505	0.0180127039	0.0198300136	0.038733095	0.0411741054	0.0403825464	0.0349625972	0.0333525866	0.3333333333
0.4383886256	0	0	0	0	0	0	0	0	0	0	0	0	1.701011977895636E-4	0.0039370568	0.0156395203	0.0181708935	0.017435673	0.0173890005	0.025875295	0.3333333333
0.4407582938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.4431279621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.4454976303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015458002	0.0330081038	0.0430230926	0.6666666667
0.4478672986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212016297	0.0306667983	0.0301618636	0.6666666667
0.4502369668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278391738	0.0437896103	0.0453977129	0.6666666667
0.4526066351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163335688	0.027203885	0.0306432593	0.6666666667
0.4549763033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248670039	0.0372271847	0.0389022336	0.6666666667
0.4573459716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0880777181	0.0660790176	0.0658320444	0.6666666667
0.4597156398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416149095	0.0431352031	0.0410342614	0.6666666667
0.4620853081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317129623	0.03100532	0.0291559778	0.6666666667
0.4644549763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0350226729	0.0368499166	0.0344390889	0.6666666667
0.4668246445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197175836	0.0172678057	0.016393829	0.6666666667
0.4691943128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248851269	0.0221672335	0.019522455	0.6666666667
0.471563981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0360556832	0.0316982697	0.0294164397	0.6666666667
0.4739336493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021600562	0.0191561039	0.0167043512	0.6666666667
0.4763033175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161657046	0.0146278058	0.0127225278	0.6666666667
0.4786729858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121070616	0.0105435218	0.0104179176	0.6666666667
0.481042654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101941803	0.0167923051	0.0185010403	0.6666666667
0.4834123223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379835159	0.048838885	0.0461274408	0.6666666667
0.4857819905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275519245	0.0391333267	0.036047258	0.6666666667
0.4881516588	0	0	0	0.021190152	0.2291037923	0.2435428488	0.2444554376	0.2371008337	0.2267206405	0.2079469902	0.1982228762	0.1281072531	0.093142848	0.1087240769	0.1464019184	0.1993172237	0.199135384	0.1780073254	0.16566705	0.6666666667
0.490521327	0	0	0	0.0229835162	0.2185393168	0.3071708584	0.3574735918	0.3690005441	0.3593015567	0.3426201248	0.3192127276	0.2192102005	0.1622689741	0.1862430038	0.2101986414	0.1624181983	0.1372213469	0.1088135416	0.0970623739	0.6666666667
0.4928909953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0070570546	0.0454124965	0.057488381	0.051836637	0.047564179	0.6666666667
0.4952606635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.4976303318	0	0	0	0	0	0	0	0	0	0	0	0.0069496027	0.0124496111	0.0200067707	0.0331468854	0.0351810189	0.0362202399	0.0369084645	0.0418459246	0.6666666667
0.5	0	0	0	0	0	0	0	0	0	0	0	0.0121756848	0.021444314	0.0295465482	0.0589040428	0.055729239	0.0492145124	0.0458842844	0.0468671621	0.6666666667
0.5023696682	0	0	0	0	0	0	0	0	0	0	0	0.0165711077	0.0284825855	0.0370935745	0.0657480486	0.0654229907	0.062482963	0.0575401761	0.0573359201	0.6666666667
0.5047393365	0	0	0	0	0	0	0	0	0	0	0.0011659824	0.0447964627	0.0410980357	0.0607663624	0.1242414273	0.1122028319	0.0960196415	0.0839568555	0.0790334602	0.6666666667
0.5071090047	0	0	0	0	0	0	0	0	0	0	0	0.0389302052	0.0391351444	0.0500315684	0.0778520875	0.0723639268	0.0692711317	0.0599014665	0.0565303496	0.6666666667
0.509478673	0	0	0	0	0	0	0	0	0	0	0	0.0318937541	0.0342948479	0.0492188097	0.0804642457	0.0718326966	0.0676157101	0.0595046825	0.0553967404	0.6666666667
0.5118483412	0	0	0	0	0	0	0	0	0	0	7.322572335726917E-4	0.037430929	0.0399156222	0.0589119536	0.1063144309	0.0975750396	0.0856694676	0.0734148224	0.0716494163	0.6666666667
0.5142180095	0	0	0	0	0	0	0	0	0	0	2.5830555332191304E-4	0.0120360431	0.0118553654	0.0213121282	0.0398321035	0.0350299247	0.0277258598	0.0218228999	0.0199228812	0.6666666667
0.5165876777	0	0	0	0	0	0	0	0	0	0	4.1027713820097943E-4	0.0218175586	0.0230760049	0.0347850491	0.0574765396	0.0590036826	0.0552646225	0.0505314117	0.0466938181	0.6666666667
0.518957346	0	0	0	0	0	0	0	0	0	0	4.16904659705504E-4	0.0167240078	0.0163142912	0.0278806368	0.0505584776	0.0494736312	0.0442496747	0.0415328945	0.0381756078	0.6666666667
0.5213270142	0	0	0	0	0	0	0	0	0	0	0	9.4469261897845E-4	0.0012226454	0.0017144021	0.002840244	0.0027930218	0.0013810849	0.0025759662	0.0025832015	0.6666666667
0.5236966825	0	0	0	0	0	0	0	0	0	0	1.4979037526998237E-4	0.0057717642	0.0050771958	0.0072667654	0.0110596879	0.0108910031	0.0065701266	0.008804581	0.0096126257	0.6666666667
0.5260663507	0	0	0	0	0	0	0	0	0	0	3.7466469669881895E-4	0.0133168486	0.009637781	0.0122143447	0.0187772701	0.0188044364	0.0177524175	0.0180001748	0.0184627939	0.6666666667
0.528436019	0	0	0	0	0	0	0	0	0	0	1.9312094308120942E-4	0.0060832313	0.0044754963	0.006334017	0.0102300634	0.008381222	0.006764337	0.0076085799	0.0089306918	0.6666666667
0.5308056872	0	0	0	0	0	0	0	0	0	0	3.43498567092099E-4	0.0113310722	0.0086193526	0.0121942827	0.0187676013	0.0181434731	0.0172630742	0.0198001107	0.023215545	0.6666666667
0.5331753555	0	0	0	0	0	0	0	0	0	0	4.3288621472590817E-4	0.0179494003	0.0147968356	0.0188215603	0.0282550288	0.0284343358	0.0271369307	0.0284550488	0.0291209077	0.6666666667
0.5355450237	0	0	0	0	0	0	0	0	0	0	3.471059522148149E-4	0.0180316242	0.0156194374	0.0188819038	0.0286846645	0.030558846	0.0290388476	0.0303461204	0.0308318907	0.6666666667
0.5379146919	0	0	0	0	0	0	0	0	0	0	3.7684590630790297E-4	0.01405117	0.0143713724	0.019799021	0.0306785999	0.0302003278	0.0277977401	0.0270674771	0.026672321	0.6666666667
0.5402843602	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038924795	0.0073832008	0.0093087375	0.0035408693	0.0105432567	0.0113629696	0.6666666667
0.5426540284	0	0	0	0	0	0	0	0	0	0	0	0	0.0027066541	0.0032640573	0.0046769168	0.0053594664	0.0027327652	0.0030510385	0.006752839	0.6666666667
0.5450236967	0	0	0	0	0	0	0	0	0	0	0	0	0.0088555639	0.0149047005	0.0244146297	0.0298221173	0.0323281245	0.0340196717	0.0336813867	0.6666666667
0.5473933649	0	0	0	0	0	0	0	0	0	0	0	0	0.0091653774	0.0147532908	0.0227758468	0.0276341399	0.0293005662	0.0324643075	0.0342001	0.6666666667
0.5497630332	0	0	0	0	0	0	0	0	0	0	0	4.4752677702773573E-4	0.0159310284	0.0228054434	0.0354623308	0.0448275553	0.0466779737	0.0442484295	0.0408954487	0.6666666667
0.5521327014	0	0	0	0	0	0	0	0	0	0	0	1.9387837258285555E-4	0.0111375766	0.0170909197	0.02789158	0.0284631939	0.0284824039	0.0336279451	0.0381632924	0.6666666667
0.5545023697	0	0	0	0	0	0	0	0	0	0	0	1.9275567967668155E-4	0.0150124054	0.0219803821	0.0343287953	0.0368268288	0.0366437741	0.0346412464	0.0333005945	0.6666666667
0.5568720379	0	0	0	0	0	0	0	0	0	0	0	3.318626769083347E-4	0.0163990933	0.0214574204	0.03247492	0.0338068705	0.0350544334	0.0348897539	0.033799358	0.6666666667
0.5592417062	0	0	0	0	0	0	0	0	0	0	0	3.96096749611575E-4	0.018855756	0.0251854904	0.0374888107	0.0389429435	0.0400942549	0.0441518489	0.0429182912	0.6666666667
0.5616113744	0	0	0	0	0	0	0	0	0	0	0	3.975669427029933E-4	0.0199484746	0.0291104469	0.0495974552	0.0513290731	0.0500452021	0.0466135742	0.0479153995	0.6666666667
0.5639810427	0	0	0	0	0	0	0	0	0	0	0	2.9866304382576106E-4	0.0147896493	0.0195694099	0.0295066943	0.0305059309	0.0291823363	0.0275017433	0.0261840525	0.6666666667
0.5663507109	0	0	0	0	0	0	0	0.0214957837	0.0218732451	0.024890622	0.0241745558	0.0303515483	0.017454944	0.021374316	0.0277117467	0.0291897811	0.020133846	0.0284438939	0.0292995086	0.6666666667
0.5687203791	0	0	0	0	0	0	0	0.0463132309	0.0396408828	0.034469759	0.0274949022	0.0458767606	0.0238115493	0.0228583423	0.0256112106	0.0137508555	0.0169887148	0.0334185103	0.0372050521	0.6666666667
0.5710900474	0	0	0	0	0	0	0	0.0355290393	0.0311897579	0.0347968747	0.0382980139	0.0264583433	0.019699974	0.0251795302	0.0391018814	0.0439162917	0.0535058545	0.0505742163	0.0477094188	0.6666666667
0.5734597156	0	0	0	0	0	0	0	0.0066133679	0.0074982104	0.0082494846	0.0088277328	0.0062900741	0.0041387724	0.0051977021	0.0068732562	0.0083897972	0.0071279068	0.0088640466	0.0094712867	0.6666666667
0.5758293839	0	0	0	0	0	0	0	0.013383242	0.014363653	0.0159272371	0.0145935926	0.0104619475	0.0080888853	0.0104671731	0.0156567228	0.015746711	0.0165240867	0.0184104182	0.0208275878	0.6666666667
0.5781990521	0	0	0	0	0	0	0	0.0484081536	0.0438437053	0.0436643724	0.0406051464	0.0264878274	0.0197241513	0.0244272274	0.0331139749	0.0339700574	0.0468986891	0.0517064693	0.0550013295	0.6666666667
0.5805687204	0	0	0	0	0	0	0	0.0225403389	0.0225046021	0.0245240964	0.0249534154	0.016405457	0.0115447492	0.0135445098	0.0180245383	0.0188043337	0.0185973791	0.0221584034	0.0244970315	0.6666666667
0.5829383886	0	0	0	0	0	0	0	0.0268736925	0.0267671551	0.0294245358	0.0286736362	0.0201564809	0.015064831	0.0179327144	0.0240609413	0.0257902772	0.0293273882	0.0360143595	0.0391705157	0.6666666667
0.5853080569	0	0	0	0	0	0	0	0.024827962	0.0228714513	0.02230495	0.0208798807	0.0138984036	0.0096456935	0.0118126547	0.0159893352	0.0154845747	0.0137384023	0.0150763266	0.0146964617	0.6666666667
0.5876777251	0	0	0	0	0	0	0	0.0438520349	0.0412408158	0.039965603	0.0376562349	0.0261582368	0.0206627468	0.0248334381	0.0334141953	0.0310996271	0.0457799797	0.0455563671	0.0426950912	0.6666666667
0.5900473934	0	0	0	0	0	0	0	0.046396398	0.0411974994	0.038675582	0.0350181038	0.0227387281	0.0156120791	0.0172505386	0.0225547458	0.0221222185	0.0225103359	0.026086682	0.0253599624	0.6666666667
0.5924170616	0	0	0	0	0	0	0	0.026245818	0.0235462188	0.0213073782	0.0199224974	0.0121284782	0.0087331866	0.0096538071	0.0128672934	0.0124529859	0.0125028224	0.0147711269	0.0157688654	0.6666666667
0.5947867299	0	0	0	0	0	0	0	0.0210255779	0.0199531185	0.0218889072	0.0220844117	0.0160121403	0.0122999794	0.0160898434	0.0224356702	0.0366013044	0.0628086331	0.0653237064	0.0650586462	0.6666666667
0.5971563981	0	0	0	0	0	0	0	0.020545016	0.0174727944	0.0173459056	0.0175474957	0.0128120913	0.0101009723	0.0107405742	0.0170542742	0.0130495833	0.0118073754	0.0152570075	0.0176670496	0.6666666667
0.5995260664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233764108	0.0298060153	0.0302195954	0.6666666667
0.6018957346	0	0	0	0	0	0	0	0.0419021526	0.0382719237	0.0353464413	0.0314024553	0.0209571214	0.0162929425	0.0205371769	0.0271531532	0.0259664297	0.0141601922	0.0137359645	0.0132925087	0.6666666667
0.6042654028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6066350711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011978314	0.0025828763	0.0024711826	0.0053390982	0.0062013404	0.6666666667
0.6090047393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.714468493117594E-4	0.0018932347	5.288514219284476E-4	7.042677750273234E-4	0.0019079361	0.6666666667
0.6113744076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1380573292507675E-4	0.0025858032	7.289065475249402E-4	0.0018004253	0.0047544415	0.6666666667
0.6137440758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012184195	0.0032755476	0.0046146109	0.0039748355	0.0044153321	0.6666666667
0.6161137441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.480526577326679E-4	0.0028154869	0.0024043314	0.0031438057	0.0035668899	0.6666666667
0.6184834123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017941545	0.0067546679	0.0067937869	0.0081423225	0.0081055987	0.6666666667
0.6208530806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013625973	0.0050629264	0.0044208536	0.0048724277	0.0040152217	0.6666666667
0.6232227488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037491403	0.0123830487	0.0116864498	0.0125177963	0.0125053648	0.6666666667
0.6255924171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050463437	0.0180124564	0.0194468262	0.0210580857	0.0219042638	0.6666666667
0.6279620853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084340178	0.031849424	0.0346430416	0.0347095421	0.0350568639	0.6666666667
0.6303317536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6327014218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.63507109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6374407583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6398104265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6421800948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.644549763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6469194313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6492890995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6516587678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.654028436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6563981043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6587677725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6611374408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.663507109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6658767773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6682464455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6706161137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.672985782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6753554502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6777251185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.6800947867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.682464455	0	0	0	0	0	0	0	0	0	0	0	0.0109181885	0.012324386	0.0154319805	0.0206262043	0.0196929525	0.0205355873	0.0263280316	0.032321717	1
0.6848341232	0	0	0	0	0	0	0	0	0	0	0	0.0031666088	0.0044500767	0.005233058	0.0084462792	0.0106442972	0.012479557	0.0168250561	0.0217249571	1
0.6872037915	0	0	0	0	0	0	0	0	0	0	0	0.0036658864	0.0045219014	0.0055642386	0.0080088658	0.0076438772	0.0078186871	0.0093926094	0.0113322461	1
0.6895734597	0	0	0	0	0	0	0	0	0	0	0	0.0069181139	0.0073205057	0.0089746226	0.012159581	0.0112639503	0.0124023531	0.0184820991	0.0195657539	1
0.691943128	0	0	0	0	0	0	0	0	0	0	0	0.0047692262	0.0056099757	0.006410464	0.0093452933	0.009162239	0.0094418725	0.0114547772	0.0125475305	1
0.6943127962	0	0	0	0	0	0	0	0	0	0	0	0.0019006389	0.0023142364	0.0025951288	0.00362003	0.0036173773	0.0035477333	0.0045329884	0.0050428591	1
0.6966824645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.6990521327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7014218009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7037914692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7061611374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7085308057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7109004739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7132701422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7156398104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7180094787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7203791469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7227488152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7251184834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7274881517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7298578199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7322274882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7369668246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7393364929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7417061611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7440758294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7464454976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666667
0.7488151659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7511848341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7535545024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7559241706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7582938389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7606635071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7630331754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7654028436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7677725118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7701421801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7725118483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7748815166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7772511848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7796208531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7819905213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7843601896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7867298578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7890995261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7914691943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7938388626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7962085308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.7985781991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.8009478673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011806594	0.0133609118	0.0144297263	0.0144028113	0.015170966	1
0.8033175355	0	0	0	0	0	0	0	0	0	0	0	0	0.0014952278	0.0182705748	0.0255538689	0.0263079	0.025590904	0.0258651135	0.0244097465	1
0.8056872038	0	0	0	0	0	0	0	0	0	0	0	0	0.0011141437	0.0143425144	0.0243826038	0.0248170868	0.0229788831	0.0226548678	0.021619617	1
0.808056872	0	0	0	0	0	0	0	0	0	0	0	0	0.0015890892	0.0187480371	0.0285457634	0.0285281759	0.0264692798	0.0261170062	0.0261420353	1
0.8104265403	0	0	0	0	0	0	0	0	0	0	0	0	0.0019168303	0.0237753471	0.0366632733	0.0367514743	0.0344101386	0.035689134	0.0333109595	1
0.8127962085	0	0	0	0	0	0	0	0	0	0	0	0	9.715454142962794E-4	0.0112364342	0.0187181288	0.0186109537	0.0180398481	0.018373711	0.0190481365	1
0.8151658768	0	0	0	0	0	0	0	0.0258099042	0.0222867971	0.0212910202	0.0201188482	0.0133797996	0.0095652299	0.0063162715	0.0096090346	0.009545302	0.0091535131	0.0089291202	0.0086633014	0.6666666667
