Series Name	Series Code	Country Name	Country Code	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Latin America & Caribbean (excluding high income)	LAC	..	10.45873764	11.44285845	11.08830878	10.92430149	11.89782386	12.87315224	12.47112223	14.01428011	14.4783563	13.90000311	12.86795924	13.6453381	13.7841038	13.15521714	11.60934587	11.21247215	10.44645453	9.698417908	10.00765288	9.28154769	8.755227423	8.319194907	8.173619825	7.920203475	8.62862682	10.02796865
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Latvia	LVA	..	14.47799969	13.58199978	14.66600037	14.0340004	7.255000114	19.32099915	14.61400032	13.4989996	13.36100006	13.37199974	12.45400047	12.73900032	12.02000046	12.26599979	9.94699955	6.717000008	5.578000069	7.080999851	14.13199997	16.27899933	13.78299999	13.95400047	11.14700031	9.855999947	8.630999565	8.92800045
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Least developed countries: UN classification	LDC	..	5.677283781	5.968891777	5.78410588	5.827065603	6.029356803	5.776455317	6.619181192	6.07285961	6.732924324	5.783532883	6.469629272	6.158915767	6.297944268	6.435193466	6.726743547	6.510054695	6.353047563	5.951497689	6.306641009	6.466338393	6.592346786	6.49908063	6.508089928	6.332148157	6.296452615	6.345309684
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Lebanon	LBN	..	10.99400043	10.42800045	10.71700001	10.85200024	10.40600014	10.13300037	10.71000004	10.01599979	10.20600033	10.39500046	9.961999893	10.11699963	10.55599976	10.14799976	10.43599987	10.60700035	11.02499962	10.77999973	12.23700047	12.16100025	12.05300045	11.99600029	11.92199993	11.07299995	10.99400043	10.98499966
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Lesotho	LSO	..	29.41699982	30.98900032	28.49200058	28.97400093	42.7159996	29.27400017	48.03499985	40.84000015	33.34400177	28.87999916	45.90399933	33.61999893	27.81100082	38.77099991	44.25	27.77099991	28.1779995	27.82299995	27.23999977	30.01300049	27.20899963	27.96500015	26.90500069	27.91600037	30.5170002	31.78700066
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Liberia	LBR	..	3.905999899	3.769999981	3.782000065	3.852999926	3.969000101	4.201000214	4.169000149	4.139999866	4.116000175	4.096000195	4.081999779	4.071000099	4.05700016	4.043000221	4.156000137	4.059999943	4.230999947	4.176000118	4.116000175	4.078000069	4.087999821	4.092999935	4.093999863	3.726999998	3.844000101	3.892999887
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Libya	LBY	..	35.39500046	32.66500092	32.56700134	32.45800018	32.22600174	32.09799957	31.86100006	31.61400032	31.3579998	31.10400009	30.88199997	30.65399933	30.43799973	30.13500023	29.86499977	29.56599998	29.29599953	29.02300072	28.73699951	28.4470005	27.95599937	28.11000061	28.11100006	28.19099998	28.0510006	28.3409996
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Liechtenstein	LIE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Lithuania	LTU	..	13.56400013	9.944999695	13.06200027	15.60900021	15.75500011	14.01500034	13.92599964	11.85499954	12.04899979	13.61100006	14.06999969	12.78299999	13.18299961	11.03600025	8.531000137	5.605999947	4.328000069	5.631000042	10.52900028	14.51500034	12.92500019	11.57800007	10.47799969	9.222000122	8.128000259	8.239999771
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Low & middle income	LMY	..	6.22272899	5.842323195	5.899769124	6.094546735	6.115113076	6.262962429	6.510447107	6.899742553	6.972942733	6.696152877	6.792884914	6.84250329	6.858872568	6.712410176	6.669452424	6.409366023	5.93813222	6.023519874	6.204466036	6.174382446	6.131112198	5.984241045	5.974024288	5.798096498	5.906859531	6.089934857
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Low income	LIC	..	6.376790483	6.507009217	6.506218072	6.527278242	6.351488401	6.455440788	6.541944232	6.876393911	6.843631983	6.256176328	7.129407203	6.653163681	6.527644245	6.421975912	6.54245873	6.607963586	6.659881547	6.460250287	6.393118262	6.377347488	6.502797574	6.422911657	6.243676446	6.264068818	6.343988274	6.495120517
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Lower middle income	LMC	..	5.929982265	5.808127202	6.025532081	6.327370689	5.870603798	5.917793605	6.342705144	6.469899521	6.434974782	6.360666961	6.787604948	7.02915205	7.115953765	7.046106295	7.499256515	7.085160103	6.346348872	6.309380576	6.497578771	6.753585208	6.758071151	6.441764966	6.422578792	6.094295121	6.088326099	6.023594906
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Luxembourg	LUX	..	2.122999907	2.789000034	3.128000021	4.291999817	4.393000126	4.677000046	3.657000065	4.177999973	3.348999977	3.138000011	2.161999941	3.628999949	4.693999767	7.092000008	5.81099987	6.236000061	4.732999802	6.047999859	6.132999897	5.065999985	6.256000042	5.882999897	6.346000195	5.736000061	7.355999947	6.724999905
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	"Macao SAR, China"	MAC	..	2.520999908	2.565000057	1.768000007	2.374000072	3.357000113	3.948999882	2.599999905	3.423000097	4.426000118	4.459000111	4.508999825	4.540999889	4.795000076	4.116000175	4.005000114	3.76699996	2.664000034	2.703000069	2.815000057	2.078000069	2.125999928	1.697999954	1.38499999	1.371999979	1.424000025	2.121000051
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	"Macedonia, FYR"	MKD	..	31.78899956	31.625	31.23500061	32.06900024	31.36499977	36.42200089	36.6230011	37.86500168	33.2519989	34.8219986	31.99600029	32.47900009	36.28699875	37.77000046	38.36299896	37.26699829	35.59400177	34.16699982	32.81600189	32.20000076	30.8560009	30.26600075	29.00799942	28.63899994	25.09199905	25.99200058
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Madagascar	MDG	..	5.657999992	3.701999903	1.940000057	4.702000141	2.654999971	1.85800004	2.931999922	4.061999798	3.957000017	7.104000092	6.850999832	6.59499979	6.164999962	4.791999817	3.476999998	4.960999966	6.769000053	6.625999928	5.392000198	4.934999943	3.404999971	1.550999999	1.656000018	1.845000029	2.312000036	2.743999958
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Malawi	MWI	..	7.300000191	7.130000114	7.316999912	7.107999802	7.369999886	7.327000141	7.289999962	7.230999947	7.769000053	7.826000214	7.882999897	7.940999985	7.999000072	8.059000015	8.119000435	6.973999977	6.915999889	6.886000156	6.860000134	6.833000183	6.803999901	6.675000191	6.756000042	6.769000053	6.991000175	7.09800005
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Malaysia	MYS	..	3.535000086	4.296000004	4.755000114	4.370999813	3.588999987	2.892999887	2.77699995	3.375999928	3.289000034	3.119999886	3.999000072	3.967000008	4.046000004	3.901000023	3.871000051	3.654999971	3.359999895	3.631000042	4.005000114	3.667000055	3.319000006	3.099999905	3.403000116	3.217999935	3.427000046	3.59100008
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Maldives	MDV	..	10.5340004	6.881000042	3.920000076	1.347000003	1.296000004	1.799000025	2.332000017	2.072999954	6.964000225	2.717999935	1.470000029	5.65899992	4.995999813	4.393000126	10.55000019	23.59399986	2.270999908	3.846999884	7.21999979	12.83699989	1.231999993	1.623000026	2.114000082	6.862999916	5.133999825	4.322000027
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Mali	MLI	..	10.17099953	9.956999779	17.20299911	16.7329998	10.38500023	11.21000004	4.649000168	10.40799999	13.10599995	11.15400028	10.77499962	10.39900017	6.459000111	12.46000004	13.59700012	14.73700047	16.49099922	14.84200001	13.18900013	10.06499958	9.652000427	9.694999695	10.21199989	11.53199959	11.44200039	11.38199997
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Malta	MLT	..	10.01399994	8.850000381	8.090000153	7.361999989	7.985000134	8.604999542	8.06099987	7.039000034	7.967000008	6.532000065	7.981999874	8.218000412	9.713000298	8.015999794	8.265000343	8.194000244	7.800000191	6.677000046	7.502999783	7.018000126	7.087999821	7.328999996	6.296999931	5.390999794	5.315999985	5.506999969
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Marshall Islands	MHL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Mauritania	MRT	..	20.94099998	17.90299988	17.61100006	17.26399994	16.98900032	16.69099998	16.3390007	16.02400017	18.42099953	21.03000069	16.94199944	18.95700073	15.06400013	11.85400009	12.93799973	14.13000011	15.37199974	17.86899948	15.10000038	12.71899986	12.76799965	12.01799965	12.00500011	11.8579998	13.01200008	13.56900024
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Mauritius	MUS	..	15.78999996	5.156000137	6.111000061	7.066999912	13.56200027	9.145000458	10.4119997	10.875	12.11699963	13.82600021	10.68900013	11.40999985	12.31599998	13.625	16.53100014	15.46700001	14.36900043	12.63399982	12.24400043	12.81499958	12.3920002	13.18799973	11.74699974	11.24199963	11.42199993	11.54300022
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Mexico	MEX	..	4.209000111	4.041999817	3.98300004	4.879000187	8.703000069	6.914000034	6.176000118	4.964000225	3.588000059	3.298000097	3.322999954	3.549999952	3.687999964	4.762000084	3.917000055	3.89199996	4.019000053	4.077000141	5.390999794	5.208000183	5.170000076	4.938000202	5.019000053	4.923999786	4.525000095	4.238999844
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	"Micronesia, Fed. Sts."	FSM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Middle East & North Africa	MEA	..	21.43132343	21.91575668	23.01295781	22.43088637	23.84218174	23.39863399	22.89078684	22.22814906	19.51999329	20.77198118	21.12158256	21.87792978	22.23177249	20.21648592	20.11058988	18.74732258	17.3817642	17.49105652	18.20948362	19.87691754	20.21237884	20.58749614	19.94865423	20.14103642	19.96143216	19.57981911
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Middle East & North Africa (excluding high income)	MNA	..	22.64767421	22.35361837	24.46059675	23.97978513	25.95973886	25.0588368	24.45565499	23.81926128	21.13216597	22.66309094	22.902513	23.62887363	23.72316207	21.32404784	21.32158088	19.97945312	18.51090405	18.7292624	19.5219051	21.61425664	22.00674222	22.35339067	21.65567532	21.87376682	21.65927126	21.29006856
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Middle income	MIC	..	6.208288304	5.779476791	5.841770111	6.052829742	6.092077913	6.244083286	6.507331943	6.90207386	6.985909884	6.741034187	6.7580758	6.862354167	6.89404683	6.743646014	6.683274155	6.387227224	5.855767586	5.972379383	6.181832148	6.149375113	6.084495673	5.928383146	5.939127881	5.736655614	5.848137886	6.034458202
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Moldova	MDA	..	6.150000095	5.46600008	4.885000229	5.153999805	5.440000057	5.22300005	5.979000092	4.328000069	9.034999847	7.227000237	5.922999859	5.538000107	6.363999844	6.342999935	5.997000217	5.782999992	3.884000063	3.375	4.90899992	5.75	5.604000092	4.306000233	4.171999931	3.115999937	3.65199995	3.779000044
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Monaco	MCO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Mongolia	MNG	..	6.512000084	7.438000202	8.437999725	8.826000214	5.387000084	6.556000233	7.525000095	5.758999825	4.583000183	4.481999874	4.478000164	6.222000122	6.419000149	3.492000103	3.200000048	3.115999937	7.183000088	5.235000134	6.18900013	5.856999874	7.381000042	8.12899971	8.307999611	7.369999886	6.722000122	6.09100008
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Montenegro	MNE	..	19.80900002	19.93600082	20.02199936	20.09399986	21.08099937	20.02300072	19.07299995	18.83699989	20.36400032	19.79599953	19.29100037	19.38699913	20.75099945	20.30699921	20.59000015	18.54500008	20.85000038	18.01600075	20.50399971	20.74099922	19.96899986	20.45199966	19.96100044	18.54000092	16.73399925	17.13500023
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Morocco	MAR	..	18.14999962	16.77799988	16.6590004	20.45800018	23.9090004	18.85499954	17.58300018	23.18799973	13.31099987	13.22099972	12.51900005	12.55099964	12.98700047	11.37300014	11.55900002	9.647999763	9.788999557	9.852999687	9.541999817	9.657999992	10.22399998	9.928999901	9.512000084	10.28800011	10.36299992	10.63300037
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Mozambique	MOZ	..	26.74900055	25.8220005	26.13400078	26.00900078	25.82699966	26.45499992	26.07500076	26.00499916	25.80500031	25.54599953	25.71899986	25.51199913	25.34700012	25.39999962	25.44799995	25.5	26.54800034	26.16500092	25.80200005	25.45899963	25.12299919	24.1590004	24.9659996	27.12599945	26.46199989	26.16300011
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Myanmar	MMR	..	0.984000027	0.981999993	0.976999998	0.973999977	0.958999991	0.95599997	0.953999996	0.952000022	0.949000001	0.94599998	0.939999998	0.933000028	0.926999986	0.91900003	0.910000026	0.897000015	0.883000016	0.873000026	0.862999976	0.856000006	0.852999985	0.850000024	0.84799999	0.84799999	0.84799999	0.855000019
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Namibia	NAM	..	21.55599976	21.59499931	21.60499954	21.11000061	21.14900017	21.16799927	21.00600052	21.07900047	21.13899994	21.61000061	41.06100082	24.1079998	21.69499969	24.63299942	25.82900047	21.58699989	22.15999985	43.17399979	33.33599854	23.77700043	27.76399994	31.88199997	33.10800171	32.67100143	29.57999992	28.00900078
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Nauru	NRU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Nepal	NPL	..	2.246999979	2.829999924	2.811000109	2.799999952	2.786999941	3.967999935	3.351000071	2.73300004	1.628000021	1.833999991	3.417999983	2.617000103	2.963000059	2.017999887	2.905999899	2.891000032	2.892999887	1.932999969	1.748999953	2.313999891	2.930000067	2.234999895	2.983999968	2.700000048	2.721999884	2.83100009
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Netherlands	NLD	..	9.895000458	7.790999889	7.68200016	8.055000305	8.657999992	8.111000061	7.144999981	5.808000088	4.854000092	3.460000038	2.516000032	2.885999918	3.79399991	5.039999962	5.066999912	4.361000061	3.638000011	3.007999897	3.463999987	4.508999825	5.414000034	6.227000237	7.297999859	7.743000031	7.274000168	6.620999813
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	New Caledonia	NCL	..	21.2689991	21.69799995	22.09199905	22.41300011	22.64999962	22.87700081	22.02700043	21.15500069	19.88899994	17.63699913	16.62100029	18.63599968	20.1989994	19.85899925	20.30800056	20.67900085	21.96299934	19.03499985	17.27499962	17.25499916	17.28700066	17.34499931	17.37100029	17.35000038	17.95700073	18.33099937
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	New Zealand	NZL	..	9.741999626	9.727999687	8.958999634	7.818999767	6.475999832	6.268000126	6.855000019	7.605000019	6.704999924	5.977000237	5.40500021	5.456999779	5.114999771	4.539000034	4.146999836	4.188000202	3.862999916	4.092999935	5.778999805	6.390999794	6.144000053	6.704999924	6.368999958	6.109000206	5.893000126	5.741000175
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Nicaragua	NIC	..	19.70400047	16.82900047	13.81999969	11.31900024	16.88199997	14.24600029	13.3210001	13.93400002	11.85999966	11.6239996	7.245999813	13.25500011	8.121999741	6.704999924	5.513000011	5.006999969	5.204999924	6.960999966	9.067000389	8.720000267	7.903999805	7.15899992	5.609000206	5.486000061	5.771999836	6.017000198
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Niger	NER	..	1.453999996	3.664999962	1.837000012	1.493000031	3.674000025	1.896999955	2.332000017	2.194999933	2.072999954	2.960999966	0.941999972	1.531000018	0.894999981	2.112999916	2.414999962	2.117000103	1.197000027	1.217000008	1.182000041	1.210000038	1.187999964	1.218000054	1.195000052	1.328999996	1.472000003	1.526000023
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Nigeria	NGA	..	6.940000057	7.214000225	7.242000103	7.262000084	7.309999943	8.013999939	5.397999763	6.111000061	6.913000107	7.81099987	7.892000198	7.971000195	8.048999786	8.126000404	8.180000305	8.230999947	8.281999588	8.333999634	8.387000084	8.442000389	8.496999741	8.805000305	8.225999832	5.558000088	4.955999851	5.809999943
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	North America	NAC	..	6.719573844	7.362379365	6.972567567	6.390982533	5.929543332	5.779264071	5.352247872	4.929882752	4.589141583	4.384704819	4.840251395	5.800015762	5.839334273	5.55166068	5.267483706	4.743949834	4.575063934	5.413864223	7.942032824	8.425560332	8.275167561	7.794922963	7.007371428	6.137980807	5.278208367	4.952231301
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Northern Mariana Islands	MNP	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Norway	NOR	..	4.985000134	5.087999821	5.176000118	4.715000153	6.15899992	5.231999874	4.945000172	3.921000004	3.167000055	3.239000082	3.578000069	4.043000221	3.926000118	3.855000019	4.163000107	3.33100009	2.40899992	2.348999977	2.59100008	2.934000015	2.986000061	2.627000093	3.223999977	3.223999977	4.004000187	4.467000008
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	OECD members	OED	..	7.378453572	7.839908007	8.246766448	8.334454425	8.187767823	8.031128864	7.845194729	7.656551249	7.331879579	6.934328007	6.713747514	7.165088262	7.246164504	7.250965158	6.987738262	6.402947695	5.873876976	6.042538762	7.697205435	8.016061032	7.940676944	8.035591968	7.930073461	7.461817867	6.840803793	6.435418922
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Oman	OMN	..	40.50999832	39.89099884	39.23500061	38.73600006	38.48799896	39.25299835	39.99100113	40.49100113	40.67399979	40.44499969	40.14899826	39.73600006	39.2879982	38.93099976	38.54399872	37.95299911	37.2859993	36.49900055	35.99700165	35.375	35.47999954	35.51399994	35.31800079	34.95500183	36.20000076	36.75
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Pakistan	PAK	..	16.54999924	14.15400028	9.916000366	9.170999527	14.23200035	15.36100006	17.12199974	15.04899979	14.79399967	15.99400043	17.51199913	16.60099983	16.80800056	13.14799976	13.29899979	9.777000427	8.762999535	8.822999954	9.520000458	9.824999809	9.432999611	9.43200016	9.647000313	9.013999939	10.24300003	10.54599953
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Palau	PLW	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Panama	PAN	..	22.73200035	21.51099968	20.29999924	20.51399994	20.15099907	20.26099968	18.27899933	20.90099907	17.0720005	17.81500053	18.83699989	18.50200081	18.04500008	16.47900009	13.32699966	11.8210001	8.786999702	7.71600008	9.01099968	8.56000042	4.931000233	5.024000168	5.362999916	6.118999958	6.927999973	7.631999969
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Papua New Guinea	PNG	..	3.217999935	3.191999912	3.148000002	3.131999969	3.142999887	3.109999895	3.112999916	3.105999947	3.088999987	3.354000092	3.184999943	3.046000004	3.072000027	3.09800005	3.026000023	2.957999945	2.892999887	2.832000017	2.849999905	2.806999922	3.082000017	3.069000006	3.059999943	3.052000046	2.940999985	2.953000069
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Paraguay	PRY	..	8.793999672	9.357999802	4.172999859	3.631000042	3.931999922	9.807999611	6.631000042	6.767000198	7.585000038	9.286000252	9.253000259	13.70699978	10.13799953	9.079000473	7.083000183	8.470000267	7.774000168	7.524000168	8.026000023	7.361999989	7.462999821	6.263000011	5.748000145	7.995999813	5.941999912	6.176000118
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Peru	PER	..	5.531000137	10.93500042	7.114999771	7.361999989	6.688000202	8.036000252	8.805999756	9.279000282	8.57199955	7.40199995	8.729999542	8.461999893	7.75	10.01099968	9.769000053	9.18500042	7.506000042	8.123000145	4.730000019	4.349999905	4.282000065	4.271999836	4.731999874	4.730999947	5.004000187	5.558000088
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Philippines	PHL	..	10.62800026	9.973999977	10.13500023	9.642000198	9.590000153	8.255000114	8.552000046	9.725000381	9.842000008	11.84700012	11.52400017	12.28600025	12.0170002	12.37699986	7.791999817	7.566999912	7.102000237	7.045000076	7.230999947	6.967000008	6.673999786	6.718999863	6.673999786	6.126999855	6.214000225	5.802000046
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Poland	POL	..	13.46399975	14.61200047	15.49199963	15.86499977	14.61600018	13.82199955	12.90299988	11.70100021	13.05300045	18.17900085	19.94300079	20.60000038	19.91500092	19.69400024	19.12599945	14.91300011	10.32999992	7.945000172	8.642999649	10.02999973	10.40799999	10.91800022	11.12199974	9.600999832	7.745999813	6.447000027
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Portugal	PRT	..	5.644999981	4.772999763	6.327000141	7.802000046	7.840000153	8.493000031	7.520999908	5.688000202	5.078000069	4.744999886	4.940000057	5.308000088	7.255000114	7.18599987	8.642999649	8.916000366	9.501999855	8.755000114	10.09200001	11.8579998	13.04399967	15.50300026	16.37999916	14.34300041	12.78899956	11.48700047
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Puerto Rico	PRI	..	12.99499989	13.31799984	13.23400021	11.30300045	10.70600033	11.55099964	12.13000011	11.97099972	9.43599987	7.393000126	9.138999939	10.32199955	10.65600014	8.638999939	10.14500046	10.57199955	9.517999649	9.666999817	12.54100037	12.55900002	12.66800022	11.98200035	12.53600025	12.10200024	10.48799992	10.93999958
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Qatar	QAT	..	3.930000067	2.424999952	2.122999907	1.853999972	1.626999974	1.518000007	13.8039999	2.380000114	1.532999992	5.153999805	25.11000061	21.04400063	16.8010006	6.092999935	4.909999847	4.401000023	2.680999994	1.725999951	1.940999985	2.614000082	3.342999935	2.496000051	1.460999966	1.008999944	0.712000012	0.977999985
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Romania	ROU	..	7.267000198	7.772999763	7.679999828	7.847000122	8.583999634	7.295000076	5.820000172	5.401000023	5.468999863	6.313000202	5.949999809	7.511000156	6.346000195	6.107999802	6.402999878	6.089000225	5.400000095	4.646999836	5.811999798	6.177999973	6.468999863	6.072999954	6.295000076	6.074999809	5.803999901	5.510000229
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Russian Federation	RUS	..	11.81700039	5.172999859	5.830999851	7.965000153	9.204999924	9.298000336	11.4460001	12.94499969	12.88199997	10.36299992	8.595999718	7.59800005	7.946000099	7.508999825	6.926000118	6.677999973	5.633999825	5.934999943	7.662000179	6.800000191	6.034999847	5.085000038	5.142000198	4.808000088	5.284999847	5.467000008
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Rwanda	RWA	..	0.266000003	2.566999912	1.562999964	0.949000001	0.574999988	0.338999987	1.491000056	3.792000055	1.19599998	3.819999933	3.921000004	0.801999986	0.933000028	3.112999916	2.644000053	2.971999884	3.239000082	0.583999991	2.364000082	2.986000061	3.315999985	3.993000031	3.967000008	3.703000069	2.944000006	2.618999958
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Samoa	WSM	..	2.529999971	4.102000237	2.964999914	6.795000076	6.519999981	5.943999767	11.25899982	11.14799976	11.02799988	6.190999985	6.034999847	7.038000107	4.704999924	2.586999893	5.826000214	1.703999996	10.93200016	2.319999933	5.126999855	10.86999989	6.842000008	10.78499985	10.88799953	10.81999969	9.394000053	8.642999649
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	San Marino	SMR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
"Unemployment, female (% of female labor force) (modeled ILO estimate)"	SL.UEM.TOTL.FE.ZS	Sao Tome and Principe	STP	..	4.90199995	12.60499954	5.980999947	20.48999977	15.74600029	7.660999775	7.232999802	23.09399986	22.9279995	18.62800026	20.2329998	22.57900047	20.89699936	20.54199982	20.94499969	21.19599915	15.18000031	21.16600037	19.73699951	18.25499916	18.26000023	17.34900093	17.25499916	17.14599991	17.23399925	17.28899956
